-0.045,-0.034,29.586
-0.044994,-0.033834,29.53
-0.044989,-0.033667,29.473
-0.044983,-0.033501,29.416
-0.044977,-0.033334,29.359
-0.044972,-0.033168,29.302
-0.044966,-0.033002,29.245
-0.04496,-0.032835,29.188
-0.044955,-0.032669,29.131
-0.044949,-0.032502,29.074
-0.044943,-0.032336,29.017
-0.044937,-0.03217,28.959
-0.044932,-0.032003,28.902
-0.044926,-0.031837,28.845
-0.04492,-0.03167,28.788
-0.044914,-0.031504,28.73
-0.044909,-0.031338,28.673
-0.044903,-0.031171,28.615
-0.044897,-0.031005,28.558
-0.044891,-0.030838,28.5
-0.044885,-0.030672,28.443
-0.044879,-0.030506,28.385
-0.044874,-0.030339,28.327
-0.044868,-0.030173,28.269
-0.044862,-0.030006,28.212
-0.044856,-0.02984,28.154
-0.04485,-0.029674,28.096
-0.044844,-0.029507,28.038
-0.044838,-0.029341,27.98
-0.044832,-0.029175,27.922
-0.044826,-0.029008,27.864
-0.04482,-0.028842,27.806
-0.044814,-0.028675,27.747
-0.044808,-0.028509,27.689
-0.044802,-0.028343,27.631
-0.044796,-0.028176,27.572
-0.04479,-0.02801,27.514
-0.044784,-0.027844,27.456
-0.044778,-0.027677,27.397
-0.044772,-0.027511,27.339
-0.044766,-0.027344,27.28
-0.04476,-0.027178,27.221
-0.044754,-0.027012,27.163
-0.044747,-0.026845,27.104
-0.044741,-0.026679,27.045
-0.044735,-0.026513,26.986
-0.044729,-0.026346,26.927
-0.044723,-0.02618,26.868
-0.044717,-0.026014,26.809
-0.04471,-0.025847,26.75
-0.044704,-0.025681,26.691
-0.044698,-0.025514,26.632
-0.044692,-0.025348,26.573
-0.044685,-0.025182,26.513
-0.044679,-0.025015,26.454
-0.044673,-0.024849,26.395
-0.044667,-0.024683,26.335
-0.04466,-0.024516,26.276
-0.044654,-0.02435,26.216
-0.044648,-0.024184,26.156
-0.044641,-0.024017,26.097
-0.044635,-0.023851,26.037
-0.044628,-0.023685,25.977
-0.044622,-0.023518,25.917
-0.044616,-0.023352,25.857
-0.044609,-0.023186,25.797
-0.044603,-0.023019,25.737
-0.044596,-0.022853,25.677
-0.04459,-0.022687,25.617
-0.044583,-0.02252,25.557
-0.044577,-0.022354,25.497
-0.04457,-0.022187,25.436
-0.044564,-0.022021,25.376
-0.044557,-0.021855,25.315
-0.04455,-0.021688,25.255
-0.044544,-0.021522,25.194
-0.044537,-0.021356,25.134
-0.044531,-0.02119,25.073
-0.044524,-0.021023,25.012
-0.044517,-0.020857,24.952
-0.044511,-0.020691,24.891
-0.044504,-0.020524,24.83
-0.044497,-0.020358,24.769
-0.044491,-0.020192,24.708
-0.044484,-0.020025,24.647
-0.044477,-0.019859,24.585
-0.04447,-0.019693,24.524
-0.044463,-0.019526,24.463
-0.044457,-0.01936,24.401
-0.04445,-0.019194,24.34
-0.044443,-0.019027,24.278
-0.044436,-0.018861,24.217
-0.044429,-0.018695,24.155
-0.044422,-0.018528,24.093
-0.044415,-0.018362,24.032
-0.044409,-0.018196,23.97
-0.044402,-0.01803,23.908
-0.044395,-0.017863,23.846
-0.044388,-0.017697,23.784
-0.044381,-0.017531,23.722
-0.044374,-0.017364,23.66
-0.044367,-0.017198,23.597
-0.04436,-0.017032,23.535
-0.044352,-0.016865,23.473
-0.044345,-0.016699,23.41
-0.044338,-0.016533,23.347
-0.044331,-0.016367,23.285
-0.044324,-0.0162,23.222
-0.044317,-0.016034,23.159
-0.04431,-0.015868,23.097
-0.044302,-0.015702,23.034
-0.044295,-0.015535,22.971
-0.044288,-0.015369,22.908
-0.044281,-0.015203,22.844
-0.044273,-0.015036,22.781
-0.044266,-0.01487,22.718
-0.044259,-0.014704,22.655
-0.044251,-0.014538,22.591
