0,0
7.7419e-16,1.3272e-15
7.7419e-16,1.3272e-15
8.3604e-16,1.4332e-15
8.3604e-16,1.4332e-15
8.3604e-16,1.4332e-15
4.5546e-14,7.8079e-14
4.0864e-13,7.0053e-13
2.9269e-12,5.0176e-12
1.2086e-11,2.0718e-11
3.7214e-11,6.3795e-11
9.4863e-11,1.6262e-10
2.1208e-10,3.6356e-10
4.3062e-10,7.3821e-10
8.125e-10,1.3929e-09
1.4472e-09,2.4809e-09
2.4613e-09,4.2194e-09
4.0309e-09,6.9102e-09
6.3987e-09,1.0969e-08
9.8961e-09,1.6965e-08
1.4973e-08,2.5668e-08
2.2238e-08,3.8123e-08
3.2515e-08,5.574e-08
4.6912e-08,8.0421e-08
5.2094e-08,8.9304e-08
5.2094e-08,8.9304e-08
5.2566e-08,9.0114e-08
5.2566e-08,9.0114e-08
5.3041e-08,9.0928e-08
5.352e-08,9.1748e-08
5.4486e-08,9.3404e-08
5.6455e-08,9.678e-08
6.0549e-08,1.038e-07
6.9376e-08,1.1893e-07
8.9763e-08,1.5388e-07
1.2467e-07,2.1371e-07
1.2467e-07,2.1371e-07
1.7136e-07,2.9375e-07
2.2918e-07,3.9288e-07
3.1838e-07,5.458e-07
4.3905e-07,7.5265e-07
6.0617e-07,1.0391e-06
8.4215e-07,1.4437e-06
1.1701e-06,2.0059e-06
1.6128e-06,2.7647e-06
2.1438e-06,3.6752e-06
2.7109e-06,4.6473e-06
3.3332e-06,5.714e-06
4.0212e-06,6.8936e-06
4.7815e-06,8.1969e-06
5.6199e-06,9.6341e-06
6.5429e-06,1.1216e-05
7.5579e-06,1.2956e-05
8.6742e-06,1.487e-05
8.6945e-06,1.4905e-05
8.6945e-06,1.4905e-05
9.9252e-06,1.7015e-05
1.1233e-05,1.9256e-05
1.2742e-05,2.1843e-05
1.4428e-05,2.4735e-05
1.635e-05,2.8029e-05
1.861e-05,3.1902e-05
2.15e-05,3.6858e-05
2.4756e-05,4.2438e-05
2.7757e-05,4.7584e-05
3.0676e-05,5.2587e-05
3.3677e-05,5.7732e-05
3.6828e-05,6.3134e-05
4.0183e-05,6.8885e-05
4.3802e-05,7.509e-05
4.7767e-05,8.1887e-05
5.2205e-05,8.9495e-05
5.7354e-05,9.8321e-05
6.3876e-05,0.0001095
