-0.045,-0.032,-0.014,-0.002,0.004,0.015,0.028,0.033
-0.034,-0.016,-0.008,0,0.007,0.01,0.018,0.025
0,3.6119,7.2238,10.836,14.448,18.06,21.671,25.283
