-0.045,-0.034,-0.023,-0.009,0,0.018,0.025,0.033
-0.034,-0.002,-0.015,0.007,0,0.008,-0.014,0.025
0,3.6119,7.2238,10.836,14.448,18.06,21.671,25.283
