0.81008,5.84
0.81089,5.78
0.81236,5.72
0.81452,5.66
0.81736,5.6
0.82089,5.54
0.82512,5.48
0.83007,5.42
0.83572,5.36
0.84211,5.3
0.84922,5.24
0.85707,5.18
0.86567,5.12
0.87502,5.06
0.88513,5
0.89601,4.94
0.90767,4.88
0.92011,4.82
0.93334,4.76
0.94737,4.7
0.9622,4.64
0.97785,4.58
0.99433,4.52
1.0116,4.46
1.0298,4.4
1.0487,4.34
1.0686,4.28
1.0893,4.22
1.1108,4.16
1.1332,4.1
1.1566,4.04
1.1808,3.98
1.2059,3.92
1.2319,3.86
1.2588,3.8
1.2866,3.74
1.3154,3.68
1.3451,3.62
1.3757,3.56
1.4073,3.5
1.4398,3.44
1.4733,3.38
1.5078,3.32
1.5432,3.26
1.5797,3.2
1.6171,3.14
1.6555,3.08
1.695,3.02
1.7355,2.96
1.7769,2.9
1.8195,2.84
1.863,2.78
1.9076,2.72
1.9533,2.66
2,2.6
2.02,2.6666
2.08,2.8674
2.14,3.067
2.2,3.2619
2.26,3.4493
2.32,3.6267
2.38,3.7917
2.44,3.9426
2.5,4.0777
2.56,4.196
2.62,4.2965
2.68,4.3785
2.74,4.4417
2.8,4.4859
2.86,4.5114
2.92,4.5184
2.98,4.5075
3.04,4.4794
3.1,4.4351
3.16,4.3756
3.22,4.3022
3.28,4.2162
3.34,4.119
3.4,4.0123
3.46,3.8976
3.52,3.7767
3.58,3.6513
3.64,3.5233
3.7,3.3944
3.76,3.2664
3.82,3.1413
3.88,3.0207
3.94,2.9063
4,2.8
4.06,2.7033
4.12,2.6176
4.18,2.5445
4.24,2.4853
4.3,2.441
4.36,2.4128
4.42,2.4014
4.48,2.4076
4.54,2.4318
4.6,2.4743
4.66,2.5351
4.72,2.6139
4.78,2.7104
4.84,2.8238
4.9,2.9531
4.96,3.0969
5,3.2
5.0615,3.26
5.1212,3.32
5.1791,3.38
5.2353,3.44
5.2897,3.5
5.3423,3.56
5.3932,3.62
5.4425,3.68
5.49,3.74
5.536,3.8
5.5802,3.86
5.6229,3.92
5.664,3.98
5.7035,4.04
5.7414,4.1
5.7779,4.16
5.8128,4.22
5.8462,4.28
5.8781,4.34
5.9086,4.4
5.9377,4.46
5.9653,4.52
5.9916,4.58
6.0164,4.64
6.04,4.7
6.0622,4.76
6.0831,4.82
6.1027,4.88
6.121,4.94
6.1381,5
6.1539,5.06
6.1686,5.12
6.182,5.18
6.1943,5.24
6.2055,5.3
6.2155,5.36
6.2244,5.42
6.2322,5.48
6.2389,5.54
6.2446,5.6
6.2493,5.66
6.2529,5.72
6.2556,5.78
6.2573,5.84
